text,sentiment,label
"@groprotocol @CRE8RDAO @graadient @Spotify @RevolutApp @joyceyyc @avalancheavax @traderjoe_xyz @AlphaFinanceLab @zksync @argentHQ @peckshield @Kurt_M_Barry @code4rena @immunefi @trailofbits @chainlink @CurveFinance @mstable_ @AaveAave @compoundfinance @iearnfinance @WalletConnect GRO Token

🔹 Their governance token. Holders will be able to vote on the protocol’s future
🔹 Welcome everyone to provide feedback and raise new proposals on their community forum
🔹 Each token will be counted as one vote https://t.co/TXX7khwm8W",neutral,crpyto
"@groprotocol @CRE8RDAO @graadient @Spotify @RevolutApp @joyceyyc @avalancheavax @traderjoe_xyz @AlphaFinanceLab @zksync @argentHQ @peckshield @Kurt_M_Barry @code4rena 🔹 They will be increasing their bug bounty at @immunefi and will be hiring @trailofbits for auditing
🔹 Has integrated @chainlink to prevent Oracle price manipulation",neutral,crpyto
"@groprotocol @CRE8RDAO @graadient @Spotify @RevolutApp @joyceyyc @avalancheavax @traderjoe_xyz @AlphaFinanceLab 🔹 Avalanche is EVM compatible as well
🔹 Already have exposure to Ethereum L2 through @zksync through @argentHQ wallet. Users can access their Vault products through Argent wallet",neutral,crpyto
"@groprotocol @CRE8RDAO @graadient @Spotify @RevolutApp @joyceyyc @avalancheavax @traderjoe_xyz 🔹 If Labs was open to all, they would hit a ceiling on the $AVAX borrowing capacity. Currently, $AVAX borrowing has a 90% utilization rate",neutral,crpyto
"@groprotocol @CRE8RDAO @graadient @Spotify @RevolutApp @joyceyyc @avalancheavax Labs

🔹 Labs product is an even higher yielding set of strategies
🔹 Currently, it’s on @avalancheavax
🔹 This product does not have risk tranching built on top of them
🔹 Labs accept deposits in $USDC, $USDT, or $DAI https://t.co/a7PLkOUvNZ",neutral,crpyto
"@groprotocol @CRE8RDAO @graadient @Spotify @RevolutApp @joyceyyc @avalancheavax Do their strategies expose users to IL?

🔹 It depends on the strategy
🔹 For Vault and $PWRD, their AMM strategies involve LPing on stablecoin pairs https://t.co/vciSrT27oK",neutral,crpyto
"@groprotocol @CRE8RDAO @graadient @Spotify @RevolutApp @joyceyyc @avalancheavax How does Gro standout amongst its competitors

🔹 Gro is a risk tranching protocol
🔹 The risk tranching on top of the yield provides leverage
🔹 The leveraged option has a higher yield than if you have the same type of strategies without the leverage option https://t.co/I5L4STi3Vq",neutral,crpyto
@RevolutApp My account is suspended… can you please help!,negative,fraud
@santanderukhelp Classic!,negative,general
"@santanderukhelp By the way, have you tried to find a fax machine recently?",negative,service - digital
"Hi @RevolutApp can you add support right from the app to donate to Ukraine bank to help them?

Adding them to the fundraisers? 

https://t.co/92sv8fwCsY",neutral,activism
@santanderukhelp Goods not received,negative,fraud
"Why do banks like @monzo do this? Over $28 Billion was lost to credit card fraud in 2020. You don't see banks or issuers stopping you from getting or using a credit card. 

We seriously need a financial reset to allow people to control their own money.

#FUCKBANKS https://t.co/ZHqVxXGzg5",negative,fraud
@santanderukhelp Not whare u bank,negative,general
This ad by @RevolutApp though 🥵🔥 https://t.co/WGkzMvecW4,neutral,general
"@LloydsBank Thanks Claire, is there another option? A one off email we can send the information to so someone at the other end can submit it?",negative,service - general
@NatWest_Help can’t open saving account for two weeks. Their Customer service is the biggest fail. Let’s go elsewhere 🤕,negative,service - general
"@NatWest_Help I’m unable to access / authorise my child trust fund, i’ve just been told to call the helpline but have gotten nowhere after an hour !",negative,service - general
@santanderukhelp I held for 20 minutes!,negative,service - general
"@santanderukhelp No, that doesn't help. It's not clear whether you're only interested in accounts with a balance or any active accounts. Application guidance notes contradict themselves. I only ask as BoS policy would mean I have none to declare. So what's your policy?",negative,service - general
@NatWest_Help Sent!,neutral,service - general
"@monzo It helps to snitch out those asking for child fare on the bus as well, seeing as you have to be over 16 to have one 😂",negative,service - general
"@BarclaysUK give Gail from Barnsley branch/customer service a RAISE, PROMOTION OR BOTH 🎉🤷🏼‍♀️!customer service was outstanding. Gail went above and beyond when helping me over the phone today. Couldn’t thank her enough for her support and help.",positive,service - general
@santanderukhelp I held for 20 minutes!,negative,service - general
"@santanderukhelp No, that doesn't help. It's not clear whether you're only interested in accounts with a balance or any active accounts. Application guidance notes contradict themselves. I only ask as BoS policy would mean I have none to declare. So what's your policy?",negative,service - general
@NatWest_Help Sent!,neutral,service - general
@NatWest_Help can’t open saving account for two weeks. Their Customer service is the biggest fail. Let’s go elsewhere 🤕,negative,service - general
"@NatWest_Help I’m unable to access / authorise my child trust fund, i’ve just been told to call the helpline but have gotten nowhere after an hour !",negative,service - general
"Why do banks like @monzo do this? Over $28 Billion was lost to credit card fraud in 2020. You don't see banks or issuers stopping you from getting or using a credit card. 

We seriously need a financial reset to allow people to control their own money.

#FUCKBANKS https://t.co/ZHqVxXGzg5",negative,fraud
@santanderukhelp Not whare u bank,neutral,service - general
This ad by @RevolutApp though 🥵🔥 https://t.co/WGkzMvecW4,neutral,service - general
"@LloydsBank Thanks Claire, is there another option? A one off email we can send the information to so someone at the other end can submit it?",negative,service - digital
@NatWest_Help on your website it doesn't state you need someone to certify a document to obtain access to CTF. So do you? First image website. https://t.co/fdkbSCbzgX,negative,service - digital
@SandraA49197391 @LloydsBank Might need it for tonight 😅,negative,service - general
@RBS_Help @tastecard - I’d like to make a complaint. Tastecard app an absolute shambles since they updated the app. Fix this or find a new supplier of these services please! Pointless benefit when you can’t use it!,negative,service - general
@philskyross1962 @LloydsBank Wow. Good,neutral,service - general
"@RevolutApp Next payday I will need to send a note for you and then I’ll let you know if you have time for me tomorrow.
🤔",neutral,service - general
"After releasing Covid #loan loss provisions, @LloydsBank has reported pre #tax profits of £6.9 billion for 2021, compared to £1.2 billion in 2020. 

Read more on @cityam at https://t.co/owFReSB9pg 

Need advice on related matters? Contact our team today. 

#London https://t.co/bpFETrqg0A",positive,investors
"Such a lovely card; thank you Jacob💚

Thank you to all of our sponsors who helped make this possible: 

@FibrusFullFibre @360_properties @nihecommunity @RadiusHousing @ASMaccountants @LloydsBank @bassetts_ph  @LornaByrne @GenusABS @NIElectricity @JPCorry_Ireland @NorthDownGroup",positive,investors
"@BarclaysUK is freezing around £19m of Jes Staley’s shares as regulatory enquiries into his relationship with convicted sex offender Jeffrey Epstein continue.

@johnschaffer90 🖊️

https://t.co/O89BSzmbhu",positive,investors
@RBS_Help @killerbees @AskVirginMoney Hello @RBS_Help I am also looking for a new bank as @VirginMoney is now completely hopeless in looking after their long standing customers and making our lives more complicated by making us have a separate credit card app which is out of the Dark Ages - if you can get it to work!,negative,service - general
@monzo please can you look at my dm? Thanks,neutral,service - digital
@RevolutApp Next payday I will be back in CT in the next month or two bottles of wine and some chats on the way there so I will be there for the rest of the day off from work,neutral,general
@RevolutApp Next payday is when we receive stolen $sgb,neutral,fraud
@santanderukhelp I’ve gotten through just now but been put on hold again - no it’s not a general enquiry,negative,service - general
"@NatWest_Help Hi Ben, are you free to DM Me please, having issues with the form, thanks",negative,service - digital
@monzo 43 if I include the text and the time and date posted… 😂,negative,service - general
@LloydsBank hi there got a new card but the contactless isn't working how do about getting it to work? Thanks you,negative,service - general
@jason_corcoran Explain in @monzo terms,neutral,general
"@deafdragongirl @HalifaxBank One thought by the way - is this advisor from a local branch? If so, could write a polite letter to the manager of that branch (not email) and copy head office. I wouldn’t threaten, just lay out the facts and point out their duties under EA &amp; implications for house purchase 🤷",negative,service - general
@JamesDelingpole @LloydsBank ALGO? XLM? ADA? what did you get?,neutral,crpyto
"@monzo I’m getting phishing attempts via SMS in the name of Monzo, is this on your radar? I can share details",negative,fraud
"Pls RT Is @LloydsBank worst bank in UK? ""We specialise in causing harm and distress to elderly and disabled."" Telling 91 year old housebound widow to ""sign up for mobile app"" is beyond believe. OR ""The bank that likes to say ""the computer says no"" and we have to obey. #FAIL",negative,service - general
"@santanderukhelp Thanks. As soon as I applied it said 'We have just sent an email', but it never arrived",negative,service - digital
"@RevolutApp Also, what is your position on Russia's invasion of Ukraine? Your company does have Russian founders after all.",negative,activism
"@RevolutApp If Russia’s SWIFT access is pulled, will this impact Revolut and its international customers?",negative,activism
@CapitalOnTap @CapitalOnTap you guys are the best! And I gain avios for every £ I spend. I wish you were a bank too because you answer the phone to your customers within minutes unlike business @HSBC_UK who hang you on for hours and blame waiting times on covid &amp; are rubbish.,negative,service - general
"@NatWest_Help - Hi, I just had confirmation the joint instant saver I applied for has been opened. I may be being daft but how do I add this on the app on top of my existing NatWest account? I've tried using add another bank account but the new one doesn't seem to be showing.",neutral,service - general
@deafdragongirl @Mrdini @HalifaxBank Or offer communication support for video?,neutral,service - digital
"@shutcake @MahmudNawaz @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Congratulations Mahmud, great recognition and thoroughly deserved 👏👏👏",positive,service - general
@shutcake @MahmudNawaz @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Congratulations Mahmud and have a wonderful evening 👏🏻👏🏻👏🏻👏🏻👏🏻,positive,service - general
"@santanderukhelp @thewanderer58 When I was about to onboard with my current 125k role I was absolutely destitute after prolonged treatment 

I needed a poxy £500 to tide over to first paycheque 

#santander refused - those scars run very deep",negative,service - general
Hey @RevolutApp can you clarify your connections woth Russia for us? People are getting a bit jumpy and calls to clear our Revolut accounts are circling around sm,negative,activism
"@HalifaxBank @WhichMoney Trust in this banking group is completely shattered due to their rudeness, their lack of transparency, and lack security.  Brexit obviously caused some internal problems which now is evident in their online banking system and problems with their site crashing.",negative,service - general
@RevolutApp can we get a #Ukraine specific donation link on the donations link in the app please ?,neutral,activism
@RevolutApp You are Lithuanian company. Look at @paysera and do the same with Russian clients,neutral,activism
"Tech companies with connections to Ukraine. From @RevolutApp to @WhatsApp, with a lot in between.
Have a look: https://t.co/7xUrstb7Bp",negative,activism
@monzo Is this scam? It was sent from the official register monzo number 🤔 https://t.co/35Yr90Dbmd,negative,fraud
@shutcake @MahmudNawaz @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Congratulations!,positive,service - general
@coinbase @RevolutApp Help raise funds for Ukraine armed forces ? https://t.co/zRryatXgQI,neutral,activism
"@MandelaVibes @Barclays @BankofAmerica @BarclaysUK @MerrillLynch @MerrillLynch can’t be asleep the market is crazy right now. But anytime something major is happening like war, or a pandemic the market takes a dip 😭. But with @Barclays you can have a sound night. 🤣",positive,investors
@LloydsBank No change. I can get as far as asking you to call me and then you can still not get through. Problem is our end. Any other complaints from Hong Kong customers using CSL mobile provider?,negative,service - digital
"@shutcake @MahmudNawaz @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Congratulations @MahmudNawaz 
An incredible achievement! 👏🏻",positive,service - general
"@CooperativeBank The Co-op Bank's 2021 Sustainability Report is also out this week, and we are we’re delighted to see the return to independent assurance! A win for us and our members, who have campaigned for this since auditing was dropped in 2018. 
https://t.co/w119jIC8k4",positive,activism
⁦@BarclaysFAWSL⁩ ⁦@BarclaysLeague⁩ ⁦@barclayscenter⁩ ⁦@Barclays⁩ ⁦@HSBC⁩ ⁦@HSBC_UK⁩ stop playing dirty! https://t.co/9ep2ahn95v,negative,fraud
@LloydsBank I have been paid but your company said I should wait till I win the case to decide if they should leave the money or withdraw it from my account. So I'm just asking for how long should I wait?,negative,inquiry
@UKRinCZE @RevolutApp it is not possible to send from app money to German account? Will you fix it?,negative,service - digital
Pathetic services by @RevolutApp. It's been more than a month they have stopped my services and have not got any answer from them. Moreover the customer service threatens me.Wowww https://t.co/3rk8RpHdek,negative,fraud
@HSBC_UK why can't we pay our credit card using the app? This is the first bank where I've not been allowed to do so and it's incredibly inconvenient!,negative,service - digital
"@LloydsBank No, no time scale was provided.",negative,service - general
@RevolutApp I have been clear stating that I am a freelancer. I was earning my daily wages from it and buying my bread and butter. Because of you my money is stopped and i am roaming hungry now.,negative,service - general
"@BarclaysUK hi,my son is turning 16 in a few days ,and I would like to switch account for him, do I need to go in to the bank or can it be done online?Thanx",neutral,service - digital
@Dashdandan @NatWest_Help @luccso @Raffaella1412 @Bounce_BackLoan @NatWestBusiness @financialombuds Chase it up and raise a complaint especially if they didn't give you notice before closing the account down.,negative,service - general
"@santanderukhelp Thank you Santander. A lady called Heather has now been ever so helpful. This was a rather complex issue, where the assistants over the phone hadn’t recognised what needed to be done. All is now in it’s way to being sorted. Highly recommend using Twitter for the best results.",positive,service - general
"@monzo I got a text message telling me my session had expired. I had never heard of your service before this point, How do I validate my phone number is not being used on your service?",negative,service - digital
@NatWest_Help @Nor154 I know it hasn’t affected internal payments. 2 hours approx.,negative,service - general
@LloydsBank Hi. Am I allowed to ask on here what the sort code is for the Burke’s Parade Beaconsfield branch? Needing to fill in bank details to receive payment for work,neutral,service - general
"Every month @monzo give me a credit score from a company that I’ve never heard of. They tell me I’d have a better score if I had a mortgage. I do have a mortgage, that I pay from my Monzo account 🤔",negative,service - digital
"@monzo Scratch that, already been refunded. All good! As you were :-D",positive,service - general
"Just a reminder that @StarlingBank are not in favour of you trading, buying crypto or anything that a person in 2022 does. They just SIEZE  your money and pretend to be doing investigations about HOW YOU SPEND YOUR MONEY. Communist STARLING, not for purpose in a modern World.",negative,crpyto
@AoifeCunningh13 @NatWest_Help You manage to get a reply?,negative,service - general
"@monzo Thanks so much for putting my mind at rest. 😊

I'll go ahead and make the donation now.",positive,activism
"@deafdragongirl This is good news. @HalifaxBank, you need serious training in dealing with deaf and disabled people.",negative,service - general
"Will Nik Storonsky of @RevolutApp publicly say the same?? 

#UkraineInvasion #revolut https://t.co/6vlnki8oqn",negative,activism
@HSBC_UK @cooda Is there any update on time? These payments usually hit my account before 8.30am! Surely they should have cleared by now!!,negative,service - general
"@HSBC_UK Really poor customer service. Taking over an hour to try and get through is shocking! We pay for our business account,and this is shocking! We will be moving banks ASAP!",negative,service - general
@NatWest_Help @AoifeCunningh13 I turned 18 on jan 27th and haven’t been able to access it.,negative,service - general
@Paulo82853893 @monzo No warning and won’t discuss what the issue is. You are better off with a different bank.,negative,fraud
"As soon as we started hiring we realised @onfolkhr needed this. 

We get to think ""what would remove our own employee admin"". Then we build that thing. 

Was also true of @monzo. People working on the product used it daily + had the power to improve it. Super powerful. https://t.co/9yoZpiH7CC",positive,service - general
"🇬🇧NEWS: @TSB selects https://t.co/2LntKUtYPa to support the retail bank as it moves to phase 2 of Confirmation of Payee. TSB &amp; its customers will benefit from increased protection from fraudulent #payments, as many more banks &amp; FIs join CoP. #openbanking
https://t.co/v8jkfqXrJN",positive,investors
"@LouiseDole @monzo Finally someone who understands what I mean! Keep getting notifications from people liking the response where someone said, ""its the ATM not the bank"" @monzo sort me and Louise out will ya",positive,service - general
"UK's @RevolutApp  will offer Australian users the opportunity to buy and sell fractional shares listed on the New York Stock Exchange through its app. 
#Australia #stocks https://t.co/QcMM2ArEN6",positive,investors
"Financial Crime Investigator @monzo 

Apply here 👉 https://t.co/qLeMR8DLBV

#LondonJobs https://t.co/hPGARg6dTc",neutral,fraud
"ChalkTalk is kicking off as we speak! Join us for a lunch time chat about #CX in Digital #Banking with Elaine Deehan from @StarlingBank 

https://t.co/3JkaX2w7xY",positive,investors
"Considering banks are making record profits, why don’t they hire more staff??? 20 mins and counting on hold to @HalifaxBank #Halifax #poorcustomerservice",negative,service - general
"@NatWest_Help 
Been holding on the phone for an hour now, cracking service!",negative,service - general
@HSBC_UK @Expedia I just received this text. I'm assuming its a scam? Can you confirm if this the case please. https://t.co/tneSr2ilCs,negative,fraud
Where's the money @AsdaServiceTeam @HalifaxBank @MastercardUK https://t.co/NlwkgPw7Wy,negative,service - general
@monzo I may or may not have banged on your Tabernacle Street office window to offer pints from The Singer and a box of Heroes in exchange for a golden ticket queue jump. They declined the pints.,positive,service - general
"@HalifaxBank Hi Claire, no DM option?",negative,service - digital
@HSBC_UK I have been unable to login all day. I have called and spent over an hour talking to an agent. Issue still not resolved,negative,service - digital
"@RebeccaComms @StarlingBank @HSBC_UK @BarclaysUKHelp @LloydsBank @monzo @AskNationwide @santanderukhelp Hi Rebecca, thank you for bringing this to our attention. Can you please DM me with more information on what has happened to include your sort code and postcode for me please if you're an existing customer:) - Eileen",negative,fraud
@HSBC_UK Emailing that email address you get this reply which is asking to create an account etc and for existing policy numbers. Please address this with D&amp;G or attempt to register this yourselves you will see this doesn't work https://t.co/JszWUwuGO2,negative,service - digital
"@HalifaxBank @WhichMoney Why are you not available to customers, you are acting like some sketchy financial institution, unavailable to customers 🤔",negative,service - general
"Our incredible partner @CooperativeBank has raised a grand total of £2million for our work!  

An amazing amount that means 30,000 young people have been helped on a route towards a better future. 🧡 🎉 https://t.co/fi6bvCy98C",positive,activism
@NatWest_Help i asked if i could be provided an email address that as an ex member of staff i could put down as a reference. I got a speedy response from dan asking me to DM. I have had no response. DM me the email i have requested please.,negative,service - digital
"On the Barclays Hub on Gradcracker, you can explore and apply to their current placement and graduate opportunities, find out more about role locations and access advice on the recruitment process.

Visit the Barclays Hub: https://t.co/C1Lh38k4a2

@BarclaysUK https://t.co/NMbo7agomP",positive,investors
"@JamesDelingpole @LloydsBank Nationwide. 

I switched after 30 years with First Direct as I didn't want a Chinese owned bank controlling my finances.",negative,general
"@JamesDelingpole @LloydsBank They’re all utter shite! Spend more money on ads telling you how much the ‘care’, whilst hiking charges, closing branches and generally being…shite! And heartless",negative,service - general
"@JamesDelingpole @LloydsBank Don't bother with the #CoopBank, every shop I do, it seems the third payment gets blocked, it's hard enough trying to shop without having to risk walking out without any purchases. And virtually impossible to buy over the phone. I use cash whenever I can now, for that reason.",negative,service - general
@JamesDelingpole @LloydsBank Starling,neutral,service - general
"@JamesDelingpole @LloydsBank Any bank using @ComplyAdvantage will have fewer unnecessary compliance checks and better overall security, e.g. @imaginecurve and many more on our website https://t.co/ersN2gjUX8",negative,service - general
@RevolutApp do you have clients from Russia?  Please block if so. #StopRussia #StayStrongUkraine,negative,activism
"@JamesDelingpole @LloydsBank Metrobank have been pretty reliable, good customer service on the phone",neutral,service - general
"@RevolutApp hi guys, I had to cancel my old account and have tried to set up a new account but I'm having issues as my number is being recognised when I try to sign into the app. Can you help with this?",negative,service - digital
"@JamesDelingpole @LloydsBank TopBank, they’ve not got any accounts available right now but you can piggyback me by transferring your funds into my account",negative,service - general
@Paco60399980 @JamesDelingpole @LloydsBank yup agree. But getting very difficult now to buy crypto with money in bank. not many doing it or allowing you to do what you want with your own money. will get worse i think. controlling people how they can and cant spend their own hard earned money.,negative,crpyto
"@BaxterBasics @JamesDelingpole @LloydsBank I'm having same issue with Co-op, but for relatively tiny amounts, £200 etc. Froze my card in week before Xmas! 🤬",negative,crpyto
@JamesDelingpole @LloydsBank Don’t go to starling if you want to buy crypto,negative,crpyto
@santanderukhelp Yet another pointless email just received saying you'll write a letter!!! FFS they have sent the Authorisation forms TWICE now. What else do you want?,negative,service - digital
@JamesDelingpole @LloydsBank I’ll “look after” your money for you James. You can trust me!,neutral,general
".@TSB partners ID verification firm @Onfido to streamline onboarding process

UK retail bank TSB has partnered with ID verification firm Onfido to simplify and speed up the signup process for the bank’s Spend and Save account.

https://t.co/NiYuPKHk7V",positive,investors
Insightful read on the progression of #digitalisation as @LloydsBank with a plan of porting 20% of its applications to the cloud by 2024 and decommissioning over 15% of legacy applications: https://t.co/upaAfcygk2 https://t.co/3EifAFEUIp,positive,investors
@santanderukhelp I need help with Apple Pay Pending Payments,negative,service - digital
@JamesDelingpole @LloydsBank I’ve moved everything to Monzo.,neutral,service - general
"🔃 Going around in circles with an idea for a digital business? The #UnFound Accelerator is a 10-week programme for ethical digital start-ups – we can help get your idea off the ground. Application deadline 6 March 👉 https://t.co/N1Zz3BMH6E

In partnership with @CooperativeBank",positive,investors
"Next on the list of worst customer service experiences - 
@CooperativeBank business banking. I need to change my postal address but this can't be done online. Calling them involves calling a premium rate number! What the hell is that all about?! Is that what they call #ETHICAL??!",negative,service - digital
@donkav71 @NatWest_Help It’s awful!  I can’t get through to anyone,negative,service - general
@JamesDelingpole @LloydsBank Co Op not to bad but have some issues. But better than Lloyd's was with them left as they were awlful.,negative,service - general
@aminafallah1 @NatWest_Help I’ve just hung up after almost two hours. I think it might be a good idea to make lots of noise on social media - retweet other messages about etc so that the bank has to listen. I’ve even messaged @MartinSLewis to see if he can help. It’s lots of money that people can’t access,negative,service - general
"@SoftDvil @JohnWallTooting @RevolutApp 2 co founders. One Ukrainian,  one Russian. Russian has been a bit silent and his wealth acquisition a bit iffy. Ukrainian co founder very clear on his stance.",negative,activism
@santanderukhelp I made a payment too @Deliveroo the restaurant received it but my side it says pending,negative,service - general
@HSBC_UK testing testing is my twitter twitted off,neutral,general
@JamesDelingpole @LloydsBank They all do it.,neutral,general
@santanderukhelp Online. Tried twice still declined. However 20 minutes earlier everything was fine in a shop and also online. #StillOnHold,negative,service - digital
@JamesDelingpole @LloydsBank Starling,neutral,general
@JamesDelingpole @LloydsBank First Direct,neutral,general
@RBS_Help Thank you. I just DM you.,neutral,service - digital
@JackRipping @LloydsBank Precisely.,neutral,general
@JamesDelingpole @Sozzinski @LloydsBank It’s true: Lloyds are particularly difficult to deal with at present.,negative,general
"@JamesDelingpole @LloydsBank Unfortunately no, because I too am with Lloyds (45 years). I can see it coming. Withdrawing cash not possible without them making you feel like a criminal. Could be following you.",negative,service - general
"In the absence of a @monzo credit card, is there a good modern one out there people would recommend? I only need it to have one for things like deposit holds...",neutral,inquiry
If you’ve had no response from @NatWest_Help  or @RBS_Help about your #natwestchildtrustfund you can complain to the financial ombudsman https://t.co/O6EaqqY3xf I’ll be calling tomorrow,negative,service - general
